Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
419,Battlefield 4,Shooter,M,PS3,Electronic Arts,EA DICE,8.7,,3.64,1.31,1.5,0.27,0.55,2013.0
420,Jak and Daxter: The Precursor Legacy,Platform,E,PS2,Sony Computer Entertainment,Naughty Dog,9.0,8.9,3.64,2.08,1.09,0.15,0.33,2001.0
422,Pro Evolution Soccer 2008,Sports,E,PS2,Konami,Konami,8.2,,3.63,0.05,0.0,0.64,2.93,2008.0
423,FIFA Soccer 10,Sports,E,PS3,EA Sports,EA Canada,9.0,,3.63,0.6,2.46,0.05,0.52,2009.0
424,Guitar Hero: World Tour,Misc,T,Wii,Activision,Vicarious Visions,8.4,,3.62,2.32,0.96,,0.34,2008.0
425,Gears of War: Ultimate Edition,Shooter,M,XOne,Microsoft Studios,The Coalition,,,3.62,2.88,0.37,,0.37,2015.0
426,Star Wars Battlefront,Shooter,T,PS2,LucasArts,Pandemic Studios,8.1,,3.61,1.93,1.22,0.03,0.44,2004.0
427,Doom II,Shooter,M,PC,GT Interactive,id Software,9.3,,3.61,2.05,1.4,,0.16,1994.0
428,The Simpsons: Road Rage,Racing,T,PS2,Electronic Arts,Radical Entertainment,6.1,,3.61,2.02,1.17,,0.42,2001.0
430,Assassin's Creed Syndicate,Action,M,PS4,Ubisoft,Ubisoft Quebec,8.6,,3.6,0.9,2.06,0.08,0.55,2015.0
431,Star Wars Battlefront II,Shooter,T,PS2,LucasArts,Pandemic Studios,8.5,,3.59,2.18,1.02,0.03,0.37,2005.0
432,Assassin's Creed: Unity,Action,M,XOne,Ubisoft,Ubisoft Montreal,,,3.58,2.34,0.9,0.0,0.34,2014.0
433,Cooking Mama 2: Dinner With Friends,Simulation,E,DS,Majesco,Office Create,6.9,,3.58,1.6,1.49,0.1,0.39,2007.0
435,WWF SmackDown!,Fighting,T,PS,THQ,Yuke's,,,3.58,2.01,1.35,0.06,0.16,2000.0
436,Croc: Legend of the Gobbos,Platform,E,PS,Fox Interactive,Argonaut Games,7.6,,3.56,1.57,1.79,,0.2,1997.0
437,Battlefield 4,Shooter,M,X360,Electronic Arts,EA DICE,8.7,,3.54,2.16,1.05,0.02,0.32,2013.0
438,Grand Theft Auto: Liberty City Stories,Action,M,PS2,Rockstar Games,Rockstar Leeds,8.3,,3.54,1.56,1.4,0.07,0.5,2006.0
439,The Getaway,Action,M,PS2,Sony Computer Entertainment,Team Soho,7.7,,3.54,1.23,1.77,0.05,0.49,2003.0
440,Tomb Raider III: Adventures of Lara Croft,Adventure,T,PS,Eidos Interactive,Core Design Ltd.,8.2,,3.54,1.66,1.58,0.12,0.18,1998.0
441,Batman: Arkham Asylum,Action,T,X360,Eidos Interactive,Rocksteady Studios,9.1,,3.54,2.24,0.95,0.02,0.33,2009.0
442,Assassin's Creed: Brotherhood,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,,3.53,2.87,0.39,0.03,0.25,2010.0
443,James Bond 007: Agent Under Fire,Shooter,T,PS2,Electronic Arts,EA Redwood Shores,,,3.53,1.9,1.13,0.1,0.41,2001.0
444,LEGO Star Wars: The Video Game,Action,E,PS2,Eidos Interactive,Traveller's Tales,7.9,,3.53,1.98,1.14,0.01,0.41,2005.0
445,Resident Evil 5,Action,M,X360,Capcom,Capcom,8.6,,3.53,2.13,0.93,0.12,0.34,2009.0
446,Rugrats in Paris: The Movie,Action,E,PS,THQ,Avalanche Software,,,3.52,1.96,1.33,,0.23,2000.0
447,NBA 2K17,Sports,E,PS4,2K Sports,Visual Concepts,9.0,,3.52,2.28,0.59,0.03,0.63,2016.0
448,FIFA Soccer 11,Sports,E,X360,EA Sports,EA Canada,8.7,,3.52,0.71,2.39,0.02,0.4,2010.0
449,Spyro 2: Ripto's Rage!,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,8.7,,3.52,2.14,1.21,0.01,0.17,1999.0
450,Left 4 Dead,Shooter,M,X360,Valve Corporation,Certain Affinity / Valve Software,8.7,9.0,3.52,2.66,0.49,0.05,0.31,2008.0
456,FIFA Soccer 2004,Sports,E,PS2,EA Sports,EA Canada,8.0,,3.49,0.59,2.36,0.04,0.51,2003.0
458,Mortal Kombat X,Fighting,M,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,3.49,1.94,0.94,,0.61,2015.0
459,Battlefield: Bad Company 2,Shooter,M,X360,Electronic Arts,EA Digital Illusions CE,9.0,9.3,3.48,2.11,1.01,0.04,0.33,2010.0
460,Borderlands,Shooter,M,X360,2K Games,Gearbox Software,8.3,,3.48,2.43,0.72,0.03,0.3,2009.0
461,Mario & Sonic at the Olympic Winter Games,Sports,E,DS,Sega,Sega,7.6,,3.47,1.21,1.63,0.27,0.37,2009.0
463,Guitar Hero: On Tour,Misc,E10,DS,Activision,Vicarious Visions,7.1,8.1,3.46,2.1,1.01,0.01,0.35,2008.0
465,Halo: The Master Chief Collection,Shooter,M,XOne,Microsoft Studios,343 Industries,,,3.44,2.06,1.04,0.03,0.31,2014.0
466,LEGO Batman: The Videogame,Adventure,E10,X360,Warner Bros. Interactive,Traveller's Tales,7.5,,3.44,2.07,1.04,,0.34,2008.0
467,Tekken 4,Fighting,T,PS2,Namco,Namco,7.9,,3.44,1.55,1.27,0.33,0.29,2002.0
468,FIFA 14,Sports,E,PS4,EA Sports,EA Canada,,,3.43,0.62,2.18,0.12,0.51,2013.0
469,LittleBigPlanet 2,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,9.1,,3.43,1.83,1.07,0.06,0.47,2011.0
470,Grand Theft Auto 2,Action,,PS,Rockstar Games,DMA Design,6.9,,3.42,1.13,2.07,,0.22,1999.0
471,Destiny,Shooter,T,XOne,Activision,Bungie,8.3,,3.41,2.17,0.92,,0.32,2014.0
472,Spider-Man 2,Action,T,PS2,Activision,Treyarch,7.9,,3.41,1.75,1.2,0.02,0.43,2004.0
475,FIFA Soccer 2003,Sports,E,PS2,EA Sports,EA Canada,,,3.4,0.46,2.28,0.05,0.61,2002.0
476,Crash Bash,Misc,E,PS,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,,3.39,1.56,1.47,0.19,0.17,2000.0
477,Gears of War 4,Shooter,M,XOne,Microsoft Studios,The Coalition,,,3.38,2.17,0.9,,0.32,2016.0
479,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Softworks,8.3,,3.36,1.24,1.5,0.08,0.54,2016.0
480,Watch Dogs 2,Action,,PS4,Ubisoft,Ubisoft,,,3.36,0.98,1.74,0.12,0.52,2016.0
482,WWF War Zone,Fighting,T,PS,Acclaim Entertainment,Iguana Entertainment,,,3.36,2.47,0.76,,0.13,1998.0
484,Assassin's Creed IV: Black Flag,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,8.5,,3.34,1.9,1.14,0.01,0.3,2013.0
485,NBA 2K18,Sports,E10,PS4,2K Sports,Visual Concepts,8.1,,3.34,2.13,0.57,0.04,0.59,2017.0
487,Rugrats: Search For Reptar,Adventure,E,PS,THQ,n-Space,,,3.34,1.63,1.53,,0.18,1998.0
489,James Bond 007: Nightfire,Shooter,T,PS2,Electronic Arts,Eurocom Entertainment Software,,,3.33,1.45,1.29,0.12,0.46,2002.0
490,Ratchet & Clank,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,,,3.33,1.44,1.01,0.57,0.3,2002.0
492,Star Wars Episode III: Revenge of the Sith,Action,T,PS2,LucasArts,The Collective,,,3.32,1.47,1.39,0.03,0.43,2005.0
493,Max Payne,Shooter,M,PS2,Rockstar Games,Remedy Entertainment,8.1,,3.31,1.99,1.05,0.05,0.22,2001.0
494,Madden NFL 16,Sports,E,PS4,EA Sports,EA Tiburon,8.2,,3.3,2.39,0.31,,0.61,2015.0
499,The Lord of the Rings: The Return of the King,Action,T,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,,3.28,1.5,1.28,0.05,0.46,2003.0
501,Madden NFL 17,Sports,E,PS4,EA Sports,EA Tiburon,8.5,,3.28,2.3,0.37,,0.6,2016.0
502,True Crime: Streets of LA,Action,M,PS2,Activision,Luxoflux,,,3.27,1.89,1.05,0.02,0.31,2003.0
503,Gran Turismo (PSP),Racing,E,PSP,Sony Computer Entertainment,Polyphony Digital,,,3.27,0.51,1.59,0.31,0.86,2009.0
504,Far Cry 3,Shooter,,PS3,Ubisoft,Ubisoft Montreal,,,3.27,0.88,1.79,0.1,0.5,2012.0
506,FIFA 16,Sports,E,XOne,EA Sports,EA Canada,8.5,,3.25,0.92,2.1,,0.24,2015.0
507,Tekken,Fighting,T,PS,Namco,Namco,8.3,,3.24,0.95,1.3,0.77,0.22,1995.0
509,007: Tomorrow Never Dies,Shooter,T,PS,Electronic Arts,Black Ops Entertainment,6.2,,3.21,1.72,1.33,,0.16,1999.0
510,L.A. Noire,Adventure,M,PS3,Rockstar Games,Team Bondi,9.1,,3.21,1.29,1.31,0.12,0.49,2011.0
515,WWF SmackDown! 2: Know Your Role,Fighting,T,PS,THQ,Yuke's,8.7,,3.2,1.76,1.21,0.07,0.16,2000.0
516,Middle-Earth: Shadow of Mordor,Action,M,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,,3.19,1.03,1.6,0.05,0.51,2014.0
517,Assassin's Creed IV: Black Flag,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,8.3,,3.19,1.07,1.55,0.06,0.51,2013.0
519,Enter the Matrix,Action,T,PS2,Atari,Shiny Entertainment,,,3.18,1.78,1.12,0.09,0.19,2003.0
520,Assassin's Creed Odyssey,Action-Adventure,M,PS4,Ubisoft,Ubisoft Quebec,9.5,,3.18,1.18,1.4,0.09,0.51,2018.0
521,Fallout: New Vegas,Role-Playing,M,PS3,Bethesda Softworks,Obsidian Entertainment,8.2,,3.17,1.54,1.04,0.1,0.49,2010.0
522,Ace Combat 04: Shattered Skies,Simulation,E,PS2,Namco,Namco,8.9,,3.17,2.06,0.56,0.38,0.17,2001.0
524,Club Penguin: Elite Penguin Force,Adventure,E,DS,Disney Interactive Studios,1st Playable Productions,7.0,,3.14,1.87,0.97,,0.3,2008.0
525,FIFA Soccer 08,Sports,E,PS2,EA Sports,EA Canada,,,3.14,0.68,0.0,,2.46,2007.0
526,FIFA 18,Sports,E,XOne,EA Sports,EA Vancouver,8.0,,3.14,0.98,1.92,,0.23,2017.0
527,Spider-Man,Action,E,PS,Activision,Neversoft Entertainment,,,3.13,1.7,1.25,0.02,0.16,2000.0
528,Need for Speed III: Hot Pursuit,Racing,E,PS,Electronic Arts,EA Canada,,,3.12,2.14,0.86,,0.13,1998.0
529,The Elder Scrolls IV: Oblivion,Role-Playing,M,PS3,Bethesda Softworks,4J Studios,9.3,,3.12,1.69,0.86,0.14,0.44,2007.0
533,Resident Evil 6,Action,M,PS3,Capcom,Capcom,,,3.12,0.88,0.97,0.88,0.39,2012.0
534,Tom Clancy's Ghost Recon Wildlands,Shooter,M,PS4,Ubisoft,Ubisoft Paris,7.0,,3.12,1.07,1.35,0.22,0.47,2017.0
535,NBA 2K13,Sports,E,X360,2K Sports,Visual Concepts,8.6,,3.11,2.62,0.21,0.01,0.28,2012.0
536,Titanfall,Shooter,M,XOne,Electronic Arts,Respawn Entertainment,,,3.11,1.88,0.91,0.04,0.28,2014.0
538,Mass Effect 2,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,9.5,8.9,3.1,1.99,0.81,0.03,0.27,2010.0
539,Madden NFL 2002,Sports,E,PS2,EA Sports,EA Sports,,,3.08,2.5,0.16,0.01,0.42,2001.0
541,LEGO Batman: The Videogame,Adventure,E10,Wii,Warner Bros. Interactive,Traveller's Tales,7.3,,3.08,1.8,0.98,,0.29,2008.0
542,Saints Row 2,Action,M,X360,THQ,Volition Inc.,7.9,,3.07,1.98,0.79,0.02,0.28,2008.0
544,The Sims: Vacation,Simulation,T,PC,Electronic Arts,Maxis,,,3.07,1.72,1.21,,0.14,2002.0
545,Call of Duty: Ghosts,Shooter,M,XOne,Activision,Infinity Ward,7.5,,3.07,1.92,0.86,,0.28,2013.0
546,Heavy Rain,Adventure,M,PS3,Sony Computer Entertainment,Quantic Dream,8.8,8.6,3.06,1.29,1.24,0.06,0.48,2010.0
547,LEGO Batman: The Videogame,Adventure,E10,DS,Warner Bros. Interactive,Traveller's Tales,7.8,,3.06,1.75,1.02,,0.29,2008.0
548,Borderlands 2,Shooter,,X360,2K Games,Gearbox Software,,,3.06,1.89,0.88,0.04,0.26,2013.0
549,Kung Fu Panda,Platform,E10,X360,Activision,Luxoflux,7.5,,3.05,1.91,0.84,,0.29,2008.0
550,Mass Effect 3,Role-Playing,M,X360,Electronic Arts,BioWare,,,3.04,1.94,0.84,0.03,0.24,2012.0
553,Metal Gear Solid V: The Phantom Pain,Action,M,PS4,Konami Digital Entertainment,Kojima Productions,,,3.04,0.97,1.15,0.5,0.42,2015.0
554,Rayman,Platform,E,PS,Ubisoft,Ubisoft Montpellier,7.0,,3.03,1.54,1.33,,0.16,1995.0
555,Tom Clancy's Splinter Cell,Action,T,XB,Ubisoft,Ubisoft,9.3,9.1,3.02,1.85,1.04,,0.13,2002.0
558,WWE SmackDown! Shut Your Mouth,Sports,,PS2,THQ,Yuke's Future Media Creators,,,3.02,1.45,1.13,0.07,0.38,2002.0
559,Disney Epic Mickey,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,7.0,,3.02,2.04,0.63,0.12,0.23,2010.0
560,Killzone 2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,3.02,1.4,1.07,0.08,0.46,2009.0
569,WWE SmackDown! vs. Raw 2006,Fighting,T,PS2,THQ,Yuke's,8.4,,3.0,1.57,1.02,,0.41,2005.0
572,The Sims: Livin Large,Misc,T,PC,Electronic Arts,Maxis,,,2.99,1.67,1.18,,0.13,2000.0
573,inFAMOUS,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,2.99,1.76,0.68,0.12,0.42,2009.0
574,World Soccer Winning Eleven 6 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,,,2.99,0.12,1.26,1.16,0.45,2003.0
575,Far Cry 3,Shooter,M,X360,Ubisoft,Ubisoft Montreal,,,2.98,1.38,1.33,0.02,0.25,2012.0
579,Star Wars: The Old Republic,Role-Playing,T,PC,Electronic Arts,BioWare / LucasArts,8.4,,2.97,1.59,1.01,,0.37,2011.0
581,Battlefield: Bad Company 2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,2.96,1.33,1.11,0.08,0.44,2010.0
582,Hitman 2: Silent Assassin,Action,M,PS2,Eidos Interactive,IO Interactive,,,2.96,1.36,1.15,0.04,0.41,2002.0
583,Yokai Watch 2: Psychic Specters,Role-Playing,E10,3DS,Nintendo,Level 5,,,2.95,0.12,0.12,2.69,0.02,2017.0
584,Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.3,9.3,2.95,1.83,0.7,0.15,0.26,2009.0
585,SOCOM II: U.S. Navy SEALs,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,,,2.94,2.22,0.51,0.06,0.15,2003.0
586,WWE SmackDown! vs. RAW 2006,Fighting,T,PS2,THQ,Yuke's,,,2.94,1.45,1.11,0.04,0.33,2005.0
588,Pac-Man Collection,Puzzle,E,GBA,Namco,Mass Media,,,2.94,2.07,0.77,0.05,0.05,2001.0
591,Madden NFL 13,Sports,E,X360,EA Sports,EA Tiburon,8.0,,2.93,2.53,0.16,,0.24,2012.0
592,Doom (2016),Shooter,,PS4,Bethesda Softworks,id Software,,,2.92,0.93,1.48,0.04,0.46,2016.0
593,Mass Effect,Role-Playing,M,X360,Microsoft Game Studios,BioWare Edmonton,9.2,9.1,2.91,1.83,0.79,0.03,0.27,2007.0
594,FIFA 15,Sports,E,X360,EA Sports,EA Canada,6.9,,2.91,0.8,1.9,,0.21,2014.0
597,Mortal Kombat (2011),Fighting,M,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,,2.9,1.98,0.54,,0.38,2011.0
598,World Soccer Winning Eleven 7 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.2,,2.9,0.08,1.24,1.13,0.45,2004.0
599,Sega Superstars Tennis,Sports,E10,X360,Sega,Sumo Digital,6.9,,2.89,1.75,0.86,,0.28,2008.0
600,Cooking Mama: Cook Off,Simulation,E,Wii,Majesco,Office Create,5.9,,2.89,1.41,1.12,0.05,0.3,2007.0
601,Hot Shots Golf 3,Sports,E,PS2,Sony Computer Entertainment,Clap Hanz,,,2.89,0.99,0.32,1.38,0.2,2002.0
602,Call of Duty: Finest Hour,Shooter,T,PS2,Activision,Spark Unlimited,,,2.89,1.51,1.12,0.01,0.24,2004.0
603,Syphon Filter,Shooter,T,PS,989 Studios,Eidetic,9.2,,2.88,2.03,0.72,0.02,0.11,1999.0
604,Imagine: Babyz,Simulation,,DS,Ubisoft,Visual Impact,3.5,,2.87,1.3,1.26,,0.31,2007.0
605,Mafia III,Action-Adventure,M,PS4,2K Games,Hangar 13,6.9,,2.87,0.72,1.67,0.04,0.44,2016.0
607,Colin McRae Rally,Racing,E,PS,Sony Computer Entertainment,Codemasters,7.9,,2.87,0.09,2.43,0.12,0.22,2000.0
611,The Elder Scrolls III: Morrowind,Role-Playing,T,XB,Bethesda Softworks,Bethesda Softworks,8.2,,2.86,2.09,0.63,0.03,0.11,2002.0
613,Assassin's Creed: Brotherhood,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.1,,2.85,1.87,0.57,0.11,0.3,2010.0
615,Command & Conquer: Red Alert,Strategy,T,PC,Virgin Interactive,Westwood Studios,9.3,,2.85,1.37,1.34,,0.14,1996.0
620,Zumba Fitness 2,Sports,E,Wii,Majesco,"Pipeworks Software, Inc.",,,2.83,1.52,1.05,,0.26,2011.0
621,Madden NFL 10,Sports,E,X360,EA Sports,EA Tiburon,8.6,,2.83,2.52,0.09,,0.22,2009.0
622,BioShock,Shooter,M,X360,2K Games,2K Australia / 2K Boston,9.6,9.5,2.83,1.65,0.85,0.05,0.28,2007.0
624,WWE SmackDown! vs. Raw,Fighting,T,PS2,THQ,Yuke's,,,2.83,1.32,1.08,0.04,0.39,2004.0
625,Finding Nemo,Platform,E,GBA,THQ,Vicarious Visions,7.0,,2.82,1.59,1.05,0.04,0.14,2003.0
626,Medal of Honor,Shooter,M,PS3,Electronic Arts,EA Los Angeles,7.0,,2.82,1.28,1.04,0.07,0.43,2010.0
627,Diablo III: Ultimate Evil Edition,Role-Playing,M,PS4,Blizzard Entertainment,Blizzard Entertainment,,,2.82,0.83,1.48,0.08,0.44,2014.0
629,Gran Turismo (PSP),Racing,E,PSN,Sony Computer Entertainment,Polyphony Digital,7.8,,2.82,0.43,0.91,0.31,1.16,2009.0
630,Need for Speed: Hot Pursuit,Racing,E10,PS3,Electronic Arts,Criterion Games,8.9,,2.81,1.05,1.24,0.03,0.49,2010.0
631,Imagine: Fashion Designer,Simulation,E,DS,Ubisoft,Virtual Toys / Lexis Numerique,3.0,,2.81,1.32,1.19,,0.3,2007.0
632,Killzone 3,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,8.2,,2.81,1.46,0.87,0.09,0.38,2011.0
633,WWE SmackDown! Here Comes the Pain,Fighting,T,PS2,THQ,Yuke's,,,2.8,1.32,1.06,0.04,0.38,2003.0
636,Hot Shots Golf,Sports,,PS,Sony Computer Entertainment,Camelot Software Planning,,,2.79,0.29,0.2,2.13,0.18,1998.0
638,Skylanders: Spyro's Adventure,Action,E10,Wii,Activision,Toys for Bob,8.0,,2.79,1.35,1.15,,0.3,2011.0
639,A Bug's Life,Platform,E,PS,Sony Computer Entertainment,Traveller's Tales,3.6,,2.79,1.96,0.72,,0.11,1998.0
640,WWF SmackDown! Just Bring It,Fighting,T,PS2,THQ,Yuke's,,,2.79,1.19,1.15,0.04,0.41,2001.0
641,Mortal Kombat Trilogy,Fighting,M,PS,Midway Games,Avalanche Software,,,2.79,1.98,0.7,,0.11,1996.0
642,NBA Street,Sports,E,PS2,EA Sports BIG,NuFX,,,2.79,2.19,0.22,,0.38,2001.0
643,Jak II,Platform,T,PS2,Sony Computer Entertainment,Naughty Dog,,,2.78,1.68,0.74,,0.36,2003.0
644,Ratchet & Clank: Going Commando,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,8.7,,2.78,1.44,0.83,0.26,0.25,2003.0
645,The Sims,Simulation,T,PS2,Electronic Arts,Edge of Reality,,,2.77,1.41,1.12,,0.24,2003.0
646,Star Wars: The Force Unleashed,Action,T,X360,LucasArts,LucasArts,7.1,,2.77,1.74,0.78,,0.26,2008.0
647,Saints Row: The Third,Action,M,X360,THQ,Volition Inc.,8.3,,2.77,1.26,1.14,0.07,0.3,2011.0
648,Missile Command,Shooter,,2600,Atari,Atari,,,2.76,2.56,0.17,,0.03,1981.0
649,Battlefield 3,Shooter,M,PC,Electronic Arts,Dice,8.9,,2.76,0.89,1.44,,0.43,2011.0
652,Need for Speed: Most Wanted (2012),Racing,E10,PS3,Electronic Arts,Criterion Games,,,2.74,0.71,1.52,0.06,0.45,2012.0
654,L.A. Noire,Adventure,M,X360,Rockstar Games,Team Bondi,9.1,,2.73,1.55,0.92,0.02,0.24,2011.0
656,Far Cry: Primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,7.2,,2.73,0.63,1.61,0.07,0.41,2016.0
657,"Pokemon: Let's Go, Eevee!",Role-Playing,E,NS,Nintendo,Game Freak,8.3,,2.73,1.22,0.8,0.51,0.2,2018.0
658,Overwatch,Shooter,T,XOne,Blizzard Entertainment,Blizzard Entertainment,8.7,,2.72,1.63,0.84,,0.25,2016.0
659,Need for Speed (2015),Racing,T,PS4,Electronic Arts,Ghost Games,7.0,,2.72,0.59,1.66,0.06,0.41,2015.0
660,Madden NFL 13,Sports,E,PS3,EA Sports,EA Tiburon,8.3,,2.71,2.12,0.24,,0.36,2012.0
661,Skate 3,Sports,T,X360,EA Sports,EA Black Box,8.3,,2.71,1.47,0.99,,0.25,2010.0
662,Tom Clancy's Rainbow Six: Siege,Shooter,M,XOne,Ubisoft,Ubisoft Montreal,,,2.71,1.62,0.84,,0.25,2015.0
664,Madden NFL 12,Sports,E,X360,EA Sports,EA Tiburon,7.8,,2.7,2.43,0.11,,0.16,2011.0
668,Call of Duty 3,Shooter,T,X360,Activision,Treyarch,8.0,8.4,2.7,1.49,0.92,0.02,0.27,2006.0
669,LEGO Star Wars II: The Original Trilogy,Action,E10,PS2,LucasArts,Traveller's Tales,8.4,,2.69,1.85,0.64,0.01,0.19,2006.0
670,Madden NFL 11,Sports,E,X360,EA Sports,EA Tiburon,8.3,,2.69,2.38,0.12,,0.19,2010.0
671,Burnout 3: Takedown,Racing,T,PS2,Electronic Arts,Criterion Games,9.3,,2.68,1.23,1.11,,0.34,2004.0
673,Mortal Kombat,Fighting,,GEN,Arena Entertainment,Probe Entertainment Limited,,,2.67,1.95,0.63,,0.09,1993.0
674,Halo Wars,Strategy,T,X360,Microsoft Game Studios,Ensemble Studios,8.1,8.5,2.67,1.58,0.8,0.04,0.25,2009.0
675,Call of Duty 2: Big Red One,Shooter,T,PS2,Activision,Treyarch,8.5,,2.67,1.48,0.92,0.01,0.26,2005.0
676,Medal of Honor,Shooter,T,PS,Electronic Arts,DreamWorks Interactive,9.3,,2.67,1.44,1.09,,0.14,1999.0
677,Guitar Hero: World Tour,Misc,T,X360,Activision,Neversoft Entertainment,8.6,,2.66,1.78,0.64,,0.25,2008.0
678,WWE SmackDown! Shut Your Mouth,Fighting,T,PS2,THQ,Yuke's,,,2.66,1.32,1.29,0.04,,2002.0
679,Final Fantasy XIII-2,Role-Playing,T,PS3,Square Enix,Square Enix,,,2.66,0.78,0.75,0.89,0.23,2012.0
680,Medal of Honor Heroes,Shooter,T,PSP,Electronic Arts,Team Fusion,6.7,,2.66,0.86,1.11,0.01,0.67,2006.0
681,Hannah Montana,Action,E,DS,Buena Vista,DC Studios,6.5,,2.65,1.59,0.8,,0.26,2006.0
682,Need for Speed: Shift,Racing,E,PS3,Electronic Arts,Slightly Mad Studios,8.2,,2.65,0.69,1.4,0.04,0.52,2009.0
683,Tom Clancy's Splinter Cell,Action,T,PS2,Ubisoft,Ubisoft,,,2.65,1.15,1.11,,0.4,2003.0
686,Medal of Honor,Shooter,M,X360,Electronic Arts,EA Los Angeles,7.3,,2.64,1.58,0.8,0.04,0.22,2010.0
687,NBA 2K12,Sports,E,X360,2K Sports,Visual Concepts,9.1,,2.64,2.32,0.14,0.01,0.17,2011.0
688,Midnight Club: Street Racing,Racing,T,PS2,Rockstar Games,Angel Studios,,,2.63,2.0,0.47,0.02,0.14,2000.0
689,NBA 2K13,Sports,E,PS3,2K Sports,Visual Concepts,8.9,,2.63,1.74,0.46,0.05,0.39,2012.0
690,NBA 2K19,Sports,E,PS4,2K Sports,Visual Concepts,,,2.63,1.69,0.44,0.03,0.47,2018.0
691,ESPN NFL 2K5,Sports,E,PS2,Sega,Visual Concepts,,,2.62,2.15,0.12,,0.36,2004.0
692,Madden NFL 18,Sports,E,PS4,EA Sports,EA Tiburon,8.2,,2.62,1.73,0.42,,0.47,2017.0
693,FIFA Soccer 10,Sports,E,X360,EA Sports,EA Canada,8.9,,2.62,0.6,1.79,0.01,0.23,2009.0
694,LittleBigPlanet,Platform,E,PSP,Sony Computer Entertainment,SCEE Cambridge,8.8,,2.61,0.65,1.27,0.01,0.68,2009.0
695,Harry Potter and the Chamber of Secrets,Adventure,E,PS2,Electronic Arts,Eurocom Entertainment Software,,,2.61,0.9,1.22,0.04,0.44,2002.0
699,Streets of Rage,Action,,GEN,Sega,Sega,,,2.6,1.86,0.55,0.11,0.08,1990.0
700,Grand Theft Auto: Episodes from Liberty City,Adventure,M,X360,Rockstar Games,Rockstar North,9.0,,2.6,1.08,1.22,0.03,0.27,2009.0
701,LEGO Star Wars: The Complete Saga,Action,E10,X360,LucasArts,Traveller's Tales,,,2.59,1.53,0.83,,0.24,2007.0
702,Mario + Rabbids: Kingdom Battle,Strategy,E10,NS,Ubisoft,Ubisoft Milan,8.3,,2.59,1.1,1.08,0.22,0.2,2017.0
703,Tom Clancy's The Division,Shooter,M,XOne,Ubisoft,Massive Entertainment,,,2.59,1.54,0.82,,0.24,2016.0
704,FIFA Soccer 09,Sports,E,PS3,Electronic Arts,EA Canada,8.6,,2.59,0.49,1.63,0.04,0.43,2008.0
705,NBA Live 2005,Sports,E,PS2,EA Sports,EA Canada,,,2.59,2.03,0.21,,0.35,2004.0
709,WWE SmackDown vs. RAW 2007,Fighting,T,PS2,THQ,Yuke's,8.0,,2.58,1.4,0.88,0.03,0.26,2006.0
710,Skylanders Giants,Misc,E10,Wii,Activision,Toys for Bob,,,2.58,1.49,0.86,,0.23,2012.0
711,Ratchet & Clank: Up Your Arsenal,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,9.1,,2.57,1.31,0.74,0.31,0.22,2004.0
712,Madden NFL 08,Sports,E,PS2,EA Sports,EA Tiburon,,,2.57,2.14,0.08,,0.35,2007.0
714,NBA 2K14,Sports,E,X360,2K Sports,Visual Concepts,,,2.57,2.11,0.19,0.0,0.27,2013.0
715,Ratchet & Clank Future: Tools of Destruction,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.9,,2.57,0.93,1.1,0.08,0.45,2007.0
716,Hot Shots Golf,Sports,,PS,Sony Computer Entertainment,Camelot Software Planning,,,2.56,0.26,0.17,2.13,,1998.0
