time,Power,Oxygen,Cadence,HR,RF,Participant,Method
2222.0,270.0,3461.75,90.0,172.85,36.1,5.0,0.0
2223.0,270.0,3477.45,90.0,172.95,36.5,5.0,0.0
2224.0,270.0,3510.7,90.0,173.0,37.1,5.0,0.0
2225.0,270.0,3559.5,90.0,173.0,37.9,5.0,0.0
2226.0,270.0,3598.65,90.0,173.0,38.8,5.0,0.0
2227.0,270.0,3607.65,90.0,173.0,39.9,5.0,0.0
2228.0,270.0,3609.35,90.0,173.05,40.5,5.0,0.0
2229.0,270.0,3603.75,90.0,173.15,40.6,5.0,0.0
2230.0,270.0,3602.05,90.0,173.25,40.7,5.0,0.0
2231.0,270.0,3612.0,90.0,173.35,41.0,5.0,0.0
2232.0,270.0,3633.6,90.0,173.45,41.5,5.0,0.0
2233.0,270.0,3628.2,90.0,173.55,41.4,5.0,0.0
2234.0,270.0,3628.9,90.0,173.7,41.45,5.0,0.0
2235.0,270.0,3637.7,90.0,173.9,41.65,5.0,0.0
2236.0,270.0,3580.3,90.0,174.1,41.15,5.0,0.0
2237.0,270.0,3578.0,90.0,174.3,41.05,5.0,0.0
2238.0,270.0,3591.1,90.0,174.45,41.25,5.0,0.0
2239.0,270.0,3576.9,90.0,174.55,41.25,5.0,0.0
2240.0,270.0,3570.9,90.0,174.75,41.45,5.0,0.0
2241.0,270.0,3562.95,90.0,174.95,41.4,5.0,0.0
2242.0,270.0,3553.05,90.0,175.15,41.1,5.0,0.0
2243.0,270.0,3542.35,90.0,175.35,41.0,5.0,0.0
2244.0,270.0,3528.9,90.0,175.5,40.95,5.0,0.0
2245.0,270.0,3512.7,90.0,175.6,40.95,5.0,0.0
2246.0,270.0,3571.4,90.0,175.7,41.75,5.0,0.0
2247.0,270.0,3609.65,90.0,175.8,42.25,5.0,0.0
2248.0,270.0,3627.45,90.0,175.9,42.45,5.0,0.0
2249.0,270.0,3657.85,90.0,176.1,42.85,5.0,0.0
2250.0,270.0,3662.05,90.0,176.2,42.45,5.0,0.0
2251.0,270.0,3657.8,90.0,176.3,42.4,5.0,0.0
2252.0,270.0,3645.1,90.0,176.4,42.7,5.0,0.0
2253.0,270.0,3647.7,90.0,176.5,42.8,5.0,0.0
2254.0,270.0,3645.15,90.0,176.6,42.75,5.0,0.0
2255.0,270.0,3637.45,90.0,176.7,42.55,5.0,0.0
2256.0,270.0,3618.55,90.0,176.8,42.35,5.0,0.0
2257.0,270.0,3559.6,90.0,176.9,41.5166666666667,5.0,0.0
2258.0,270.0,3460.6,90.0,177.0,40.05,5.0,0.0
2259.0,270.0,3331.2,90.0,177.0,37.95,5.0,0.0
2260.0,270.0,3372.7,90.0,177.0,38.55,5.0,0.0
2261.0,270.0,3412.2,90.0,177.1,38.95,5.0,0.0
2262.0,270.0,3466.4,90.0,177.2,39.15,5.0,0.0
2263.0,270.0,3516.3,90.0,177.3,39.45,5.0,0.0
2264.0,270.0,3524.4,90.0,177.4,39.5,5.0,0.0
2265.0,270.0,3570.0,90.0,177.5,39.7,5.0,0.0
2266.0,270.0,3615.3,90.0,177.6,39.9,5.0,0.0
2267.0,270.0,3683.7,90.0,177.7,40.6333333333333,5.0,0.0
2268.0,270.0,3786.8,90.0,177.7,42.0,5.0,0.0
2269.0,270.0,3916.95,90.0,177.7,43.95,5.0,0.0
2270.0,270.0,3883.25,90.0,177.7,43.95,5.0,0.0
2271.0,270.0,3844.15,90.0,177.6,43.85,5.0,0.0
2272.0,270.0,3804.25,90.0,177.5,43.55,5.0,0.0
2273.0,270.0,3760.6,90.0,177.4,43.2,5.0,0.0
2274.0,270.0,3762.6,90.0,177.3,43.1,5.0,0.0
2275.0,270.0,3753.7,90.0,177.2,43.2,5.0,0.0
2276.0,270.0,3748.55,90.0,177.1,43.3,5.0,0.0
2277.0,270.0,3747.15,90.0,177.0,43.4,5.0,0.0
2278.0,270.0,3731.65,90.0,177.0,43.3,5.0,0.0
2279.0,270.0,3713.4,90.0,177.0,43.15,5.0,0.0
2280.0,270.0,3699.35,90.0,177.05,42.85,5.0,0.0
2281.0,270.0,3704.95,90.0,177.15,42.55,5.0,0.0
2282.0,270.0,3709.35,90.0,177.25,42.85,5.0,0.0
2283.0,270.0,3719.55,90.0,177.3,43.0,5.0,0.0
2284.0,270.0,3735.55,90.0,177.3,43.0,5.0,0.0
2285.0,270.0,3709.75,90.0,177.4,42.8,5.0,0.0
2286.0,270.0,3701.1,90.0,177.4,42.7,5.0,0.0
2287.0,270.0,3683.2,90.0,177.45,42.5,5.0,0.0
2288.0,270.0,3662.3,90.0,177.55,42.3,5.0,0.0
2289.0,270.0,3665.6,90.0,177.55,42.1,5.0,0.0
2290.0,270.0,3668.1,90.0,177.55,42.0,5.0,0.0
2291.0,270.0,3669.8,90.0,177.55,42.0,5.0,0.0
2292.0,270.0,3663.8,90.0,177.45,41.7,5.0,0.0
2293.0,270.0,3657.95,90.0,177.45,41.55,5.0,0.0
2294.0,270.0,3652.25,90.0,177.55,41.55,5.0,0.0
2295.0,270.0,3648.15,90.0,177.55,41.65,5.0,0.0
2296.0,270.0,3655.95,90.0,177.65,41.85,5.0,0.0
2297.0,270.0,3674.4,90.0,177.7,42.1,5.0,0.0
2298.0,270.0,3703.5,90.0,177.7,42.4,5.0,0.0
2299.0,270.0,3708.7,90.0,177.8,42.4,5.0,0.0
2300.0,270.0,3704.75,90.0,177.85,42.4,5.0,0.0
2301.0,270.0,3691.65,90.0,177.85,42.4,5.0,0.0
2302.0,270.0,3663.05,90.0,177.95,42.4,5.0,0.0
2303.0,270.0,3692.95,90.0,178.0,42.95,5.0,0.0
2304.0,270.0,3713.55,90.0,178.0,43.35,5.0,0.0
2305.0,270.0,3748.25,90.0,178.0,43.35,5.0,0.0
2306.0,270.0,3736.35,90.0,178.0,43.15,5.0,0.0
2307.0,270.0,3727.7,90.0,178.0,42.9,5.0,0.0
2308.0,270.0,3722.3,90.0,178.0,42.6,5.0,0.0
2309.0,270.0,3687.6,90.0,178.0,41.7,5.0,0.0
2310.0,270.0,3674.45,90.0,178.0,41.4,5.0,0.0
2311.0,270.0,3682.85,90.0,178.0,41.7,5.0,0.0
2312.0,270.0,3733.25,90.0,178.0,41.9,5.0,0.0
2313.0,270.0,3712.15,90.0,178.0,41.9,5.0,0.0
2314.0,270.0,3700.45,90.0,178.0,42.05,5.0,0.0
2315.0,270.0,3698.15,90.0,178.0,42.35,5.0,0.0
2316.0,270.0,3671.45,90.0,178.0,41.8,5.0,0.0
2317.0,270.0,3598.15,90.0,178.0,40.5,5.0,0.0
2318.0,270.0,3593.15,90.0,178.0,40.3,5.0,0.0
2319.0,270.0,3646.8,90.0,178.0,41.35,5.0,0.0
2320.0,270.0,3711.55,90.0,178.0,42.15,5.0,0.0
2321.0,270.0,3740.45,90.0,178.0,42.25,5.0,0.0
2322.0,270.0,3752.25,90.0,178.1,42.15,5.0,0.0
2323.0,270.0,3770.35,90.0,178.2,41.85,5.0,0.0
2324.0,270.0,3781.65,90.0,178.3,41.7,5.0,0.0
2325.0,270.0,3778.25,90.0,178.4,41.7,5.0,0.0
2326.0,270.0,3808.85,90.0,178.5,42.55,5.0,0.0
2327.0,270.0,3893.1,90.0,178.6,44.2,5.0,0.0
2328.0,270.0,3916.1,90.0,178.7,44.8,5.0,0.0
2329.0,270.0,3905.35,90.0,178.8,45.35,5.0,0.0
2330.0,270.0,3876.05,90.0,178.9,45.75,5.0,0.0
2331.0,270.0,3872.15,90.0,179.0,46.25,5.0,0.0
2332.0,270.0,3851.65,90.0,179.0,46.55,5.0,0.0
2333.0,270.0,3818.75,90.0,179.0,46.35,5.0,0.0
2334.0,270.0,3811.25,90.0,179.1,46.55,5.0,0.0
2335.0,270.0,3799.95,90.0,179.2,46.75,5.0,0.0
2336.0,270.0,3801.25,90.0,179.3,46.85,5.0,0.0
2337.0,270.0,3795.5,90.0,179.4,46.9,5.0,0.0
2338.0,270.0,3761.4,90.0,179.5,46.7,5.0,0.0
2339.0,270.0,3748.8,90.0,179.6,46.2,5.0,0.0
2340.0,270.0,3727.5,90.0,179.7,45.6,5.0,0.0
2341.0,270.0,3700.5,90.0,179.8,45.1,5.0,0.0
2342.0,270.0,3698.5,90.0,180.0,44.8,5.0,0.0
2343.0,270.0,3704.6,90.0,180.2,44.8,5.0,0.0
2344.0,270.0,3698.5,90.0,180.25,44.35,5.0,0.0
2345.0,270.0,3717.3,90.0,180.25,43.85,5.0,0.0
2346.0,270.0,3719.4,90.0,180.25,43.65,5.0,0.0
2347.0,270.0,3718.95,90.0,180.25,43.45,5.0,0.0
2348.0,270.0,3737.25,90.0,180.25,43.45,5.0,0.0
2349.0,270.0,3752.25,90.0,180.25,43.45,5.0,0.0
2350.0,270.0,3758.55,90.0,180.25,43.1,5.0,0.0
2351.0,270.0,3756.15,90.0,180.25,42.4,5.0,0.0
2352.0,270.0,3727.05,90.0,180.15,41.8,5.0,0.0
2353.0,270.0,3727.05,90.0,180.1,41.65,5.0,0.0
2354.0,270.0,3738.65,90.0,180.15,41.8,5.0,0.0
2355.0,270.0,3746.25,90.0,180.25,42.2,5.0,0.0
2356.0,270.0,3746.05,90.0,180.35,42.4,5.0,0.0
2357.0,270.0,3753.9,90.0,180.45,42.5,5.0,0.0
2358.0,270.0,3754.8,90.0,180.55,42.6,5.0,0.0
2359.0,270.0,3739.3,90.0,180.65,42.6,5.0,0.0
2360.0,270.0,3718.0,90.0,180.65,42.85,5.0,0.0
2361.0,270.0,3674.5,90.0,180.7,43.65,5.0,0.0
2362.0,270.0,3611.7,90.0,180.8,44.85,5.0,0.0
2363.0,270.0,3294.2,90.0,180.85,44.8,5.0,0.0
2364.0,270.0,3470.2,90.0,180.75,45.0,5.0,0.0
2365.0,270.0,3573.6,90.0,180.7,44.8,5.0,0.0
2366.0,270.0,3635.8,90.0,180.7,44.5,5.0,0.0
2367.0,270.0,3672.1,90.0,180.7,44.1,5.0,0.0
2368.0,270.0,3759.1,90.0,180.6,44.7,5.0,0.0
2369.0,270.0,3826.85,90.0,180.5,45.25,5.0,0.0
2370.0,270.0,3885.15,90.0,180.5,45.65,5.0,0.0
2371.0,270.0,3969.25,90.0,180.45,45.65,5.0,0.0
2372.0,270.0,4050.45,90.0,180.35,44.95,5.0,0.0
2373.0,270.0,4378.8,90.0,180.25,45.25,5.0,0.0
2374.0,270.0,4206.1,90.0,180.25,45.05,5.0,0.0
2375.0,270.0,4119.8,90.0,180.2,45.45,5.0,0.0
2376.0,270.0,4064.2,90.0,180.1,45.55,5.0,0.0
2377.0,270.0,4030.65,90.0,180.0,45.8,5.0,0.0
2378.0,270.0,3957.55,90.0,180.0,45.0,5.0,0.0
2379.0,270.0,3912.6,90.0,180.0,45.05,5.0,0.0
2380.0,270.0,3876.0,90.0,180.0,45.05,5.0,0.0
2381.0,270.0,3845.65,90.0,180.0,45.0,5.0,0.0
2382.0,270.0,3850.25,90.0,180.0,45.2,5.0,0.0
2383.0,270.0,3825.5,90.0,180.0,44.3,5.0,0.0
2384.0,270.0,3804.45,90.0,180.0,44.05,5.0,0.0
2385.0,270.0,3781.35,90.0,180.0,44.05,5.0,0.0
2386.0,270.0,3782.65,90.0,180.0,44.35,5.0,0.0
2387.0,270.0,3787.5,90.0,180.0,44.8,5.0,0.0
2388.0,270.0,3784.5,90.0,180.1,45.3,5.0,0.0
2389.0,270.0,3772.8,90.0,180.2,45.2,5.0,0.0
2390.0,270.0,3772.2,90.0,180.3,45.4,5.0,0.0
2391.0,270.0,3775.95,90.0,180.4,45.55,5.0,0.0
2392.0,270.0,3783.05,90.0,180.5,45.85,5.0,0.0
2393.0,270.0,3812.75,90.0,180.6,47.15,5.0,0.0
2394.0,270.0,3825.1,90.0,180.7,47.7,5.0,0.0
2395.0,270.0,3820.1,90.0,180.8,47.5,5.0,0.0
2396.0,270.0,3824.8,90.0,180.9,47.7,5.0,0.0
2397.0,252.6,3817.6,90.0,181.0,47.5,5.0,0.0
2398.0,235.2,3813.9,90.0,181.0,47.4,5.0,0.0
2399.0,217.8,3816.8,90.0,181.0,47.2,5.0,0.0
2400.0,200.4,3810.5,90.0,181.0,47.0,5.0,0.0
2401.0,183.0,3815.9,90.0,181.1,46.8,5.0,0.0
2402.0,165.6,3827.7,90.0,181.1,46.9,5.0,0.0
2403.0,148.2,3823.45,90.0,181.15,47.05,5.0,0.0
2404.0,130.8,3810.05,90.0,181.25,47.25,5.0,0.0
2405.0,113.4,3801.05,90.0,181.35,47.55,5.0,0.0
2406.0,96.0,3788.65,90.0,181.45,47.35,5.0,0.0
2407.0,96.0,3766.45,90.0,181.5,47.15,5.0,0.0
2408.0,96.0,3730.45,90.0,181.5,46.55,5.0,0.0
2409.0,96.0,3652.65,90.0,181.5,45.55,5.0,0.0
2410.0,96.0,3662.65,90.0,181.5,45.75,5.0,0.0
2411.0,96.0,3670.35,90.0,181.4,46.2,5.0,0.0
2412.0,96.0,3682.05,90.0,181.4,46.4,5.0,0.0
2413.0,96.0,3688.1,90.0,181.25,46.85,5.0,0.0
2414.0,96.0,3639.9,90.0,181.05,46.75,5.0,0.0
2415.0,96.0,3633.6,90.0,180.85,46.95,5.0,0.0
2416.0,96.0,3613.0,90.0,180.45,46.95,5.0,0.0
2417.0,96.0,3615.45,90.0,180.1,47.5,5.0,0.0
2418.0,96.0,3640.95,90.0,179.8,48.6,5.0,0.0
2419.0,96.0,3692.65,90.0,179.5,49.8,5.0,0.0
2420.0,96.0,3695.95,90.0,179.2,49.9,5.0,0.0
2421.0,96.0,3680.85,90.0,178.8,50.25,5.0,0.0
2422.0,96.0,3649.95,90.0,178.4,50.45,5.0,0.0
2423.0,96.0,3622.1,90.0,178.1,50.3,5.0,0.0
2424.0,96.0,3645.9,90.0,177.8,50.6,5.0,0.0
2425.0,96.0,3571.85,90.0,177.5,49.4,5.0,0.0
2426.0,96.0,3466.15,90.0,177.4,47.5,5.0,0.0
2427.0,96.0,3518.0,90.0,177.3,47.45,5.0,0.0
2428.0,96.0,3503.4,90.0,177.2,47.15,5.0,0.0
2429.0,96.0,3469.5,90.0,177.1,46.85,5.0,0.0
2430.0,96.0,3420.85,90.0,176.95,46.55,5.0,0.0
2431.0,96.0,3386.65,90.0,176.85,46.15,5.0,0.0
2432.0,96.0,3369.75,90.0,176.75,45.75,5.0,0.0
2433.0,96.0,3352.5,90.0,176.65,45.3,5.0,0.0
2434.0,96.0,3320.15,90.0,176.5,44.35,5.0,0.0
2435.0,96.0,3312.5,90.0,176.3,43.95,5.0,0.0
2436.0,96.0,3391.7,90.0,176.1,45.15,5.0,0.0
2437.0,96.0,3318.35,90.0,175.85,44.5,5.0,0.0
2438.0,96.0,3316.45,90.0,175.55,44.1,5.0,0.0
2439.0,96.0,3330.65,90.0,175.15,43.9,5.0,0.0
2440.0,96.0,3336.4,90.0,174.8,43.7,5.0,0.0
2441.0,96.0,3332.05,90.0,174.45,43.25,5.0,0.0
2442.0,96.0,3312.15,90.0,174.05,42.85,5.0,0.0
2443.0,96.0,3322.45,90.0,173.55,42.65,5.0,0.0
2444.0,96.0,3340.9,90.0,173.0,43.0,5.0,0.0
2445.0,96.0,3377.35,90.0,172.5,43.8,5.0,0.0
2446.0,96.0,3369.65,90.0,172.0,44.0,5.0,0.0
2447.0,96.0,3336.4,90.0,171.55,43.95,5.0,0.0
2448.0,96.0,3299.2,90.0,171.1,43.9,5.0,0.0
2449.0,96.0,3291.1,90.0,170.7,44.1,5.0,0.0
2450.0,96.0,3324.4,90.0,170.2,44.0,5.0,0.0
2451.0,96.0,3271.45,90.0,169.65,43.45,5.0,0.0
2452.0,96.0,3216.35,90.0,169.15,42.55,5.0,0.0
2453.0,96.0,3135.75,90.0,168.75,41.15,5.0,0.0
2454.0,96.0,3064.6,90.0,168.4,39.75,5.0,0.0
2455.0,96.0,2993.05,90.0,168.0,38.45,5.0,0.0
2456.0,96.0,2873.15,90.0,167.5,39.95,5.0,0.0
2457.0,96.0,2830.05,90.0,167.0,40.6,5.0,0.0
2458.0,96.0,2842.15,90.0,166.55,40.15,5.0,0.0
2459.0,96.0,2862.35,90.0,166.05,39.75,5.0,0.0
2460.0,96.0,2821.65,90.0,165.6,39.35,5.0,0.0
2461.0,96.0,2849.35,90.0,165.2,39.35,5.0,0.0
2462.0,96.0,2822.75,90.0,164.7,39.75,5.0,0.0
2463.0,96.0,2823.75,90.0,164.15,40.7,5.0,0.0
2464.0,96.0,2854.2,90.0,163.6,41.8,5.0,0.0
2465.0,96.0,2866.3,90.0,163.033333333333,42.2333333333333,5.0,0.0
2466.0,96.0,2908.0,90.0,162.5,39.3,5.0,0.0
2467.0,96.0,2860.6,90.0,161.9,36.65,5.0,0.0
2468.0,96.0,2804.9,90.0,161.3,36.05,5.0,0.0
2469.0,96.0,2747.4,90.0,160.75,35.45,5.0,0.0
2470.0,96.0,2725.6,90.0,160.2,35.15,5.0,0.0
2471.0,96.0,2727.2,90.0,159.7,35.05,5.0,0.0
2472.0,96.0,2790.8,90.0,159.3,35.05,5.0,0.0
2473.0,96.0,2805.9,90.0,158.85,35.0,5.0,0.0
2474.0,96.0,2795.0,90.0,158.5,34.8,5.0,0.0
2475.0,96.0,2805.9,90.0,158.266666666667,35.2666666666667,5.0,0.0
2476.0,96.0,2829.8,90.0,158.1,36.5,5.0,0.0
2477.0,96.0,2791.83333333333,90.0,157.966666666667,38.0,5.0,0.0
2478.0,96.0,2611.2,90.0,157.8,38.0,5.0,0.0
2479.0,96.0,2328.5,90.0,157.65,37.4,5.0,0.0
2480.0,96.0,2363.2,90.0,157.45,38.4,5.0,0.0
2481.0,96.0,2392.95,90.0,157.25,39.25,5.0,0.0
2482.0,96.0,2417.75,90.0,157.05,39.95,5.0,0.0
2483.0,96.0,2427.55,90.0,156.95,40.05,5.0,0.0
2484.0,96.0,2435.35,90.0,156.8,40.35,5.0,0.0
2485.0,96.0,2441.15,90.0,156.6,40.85,5.0,0.0
2486.0,96.0,2419.75,90.0,156.3,40.65,5.0,0.0
2487.0,96.0,2484.26666666667,90.0,155.933333333333,40.85,5.0,0.0
2488.0,96.0,2634.7,90.0,155.5,41.45,5.0,0.0
2489.0,96.0,2875.1,90.0,155.1,42.25,5.0,0.0
2490.0,96.0,2762.83333333333,90.0,154.733333333333,40.8166666666667,5.0,0.0
2491.0,96.0,2632.55,90.0,154.3,39.0,5.0,0.0
2492.0,96.0,2484.25,90.0,153.8,36.8,5.0,0.0
2493.0,96.0,2376.8,90.0,153.275,34.9,5.0,0.0
2494.0,96.0,2274.7,90.0,152.725,32.6,5.0,0.0
2495.0,96.0,2177.95,90.0,152.15,29.9,5.0,0.0
2496.0,96.0,2120.55,90.0,151.65,27.6,5.0,0.0
2497.0,96.0,2061.2,90.0,151.15,25.8,5.0,0.0
2498.0,96.0,1999.9,90.0,150.65,24.5,5.0,0.0
2499.0,96.0,1979.65,90.0,150.15,23.65,5.0,0.0
2500.0,96.0,2023.61666666667,90.0,149.716666666667,23.4833333333333,5.0,0.0
2501.0,96.0,2095.75,90.0,149.25,24.25,5.0,0.0
2502.0,96.0,2181.45,90.0,148.85,25.5,5.0,0.0
2503.0,96.0,2260.5,90.0,148.475,27.0,5.0,0.0
2504.0,96.0,2307.55,90.0,148.075,28.2,5.0,0.0
2505.0,96.0,2322.6,90.0,147.65,29.1,5.0,0.0
2506.0,96.0,2370.55,90.0,147.2,30.8,5.0,0.0
2507.0,96.0,2454.45,90.0,146.8,32.6,5.0,0.0
2508.0,96.0,2518.55,90.0,146.5,33.8,5.0,0.0
2509.0,96.0,2541.25,90.0,146.2,34.8,5.0,0.0
2510.0,96.0,2522.55,90.0,145.9,35.6,5.0,0.0
2511.0,96.0,2483.05,90.0,145.65,35.85,5.0,0.0
2512.0,96.0,2437.35,90.0,145.35,36.0,5.0,0.0
2513.0,96.0,2380.85,90.0,145.05,35.6,5.0,0.0
2514.0,96.0,2388.85,90.0,144.8,36.1,5.0,0.0
2515.0,96.0,2461.35,90.0,144.6,37.5,5.0,0.0
2516.0,96.0,2441.8,90.0,144.45,38.0,5.0,0.0
2517.0,96.0,2385.4,90.0,144.35,38.1,5.0,0.0
2518.0,96.0,2347.9,90.0,144.25,38.5,5.0,0.0
2519.0,96.0,2311.25,90.0,144.15,38.95,5.0,0.0
2520.0,96.0,2278.0,90.0,144.05,39.1,5.0,0.0
2521.0,96.0,2263.6,90.0,144.0,39.05,5.0,0.0
2522.0,96.0,2228.3,90.0,143.9,38.25,5.0,0.0
2523.0,96.0,2176.7,90.0,143.7,37.15,5.0,0.0
2524.0,96.0,2113.25,90.0,143.5,35.85,5.0,0.0
2525.0,96.0,2037.95,90.0,143.3,34.35,5.0,0.0
2526.0,96.0,2042.45,90.0,143.1,33.35,5.0,0.0
2527.0,96.0,2075.05,90.0,142.8,32.75,5.0,0.0
2528.0,96.0,2091.81666666667,90.0,142.5,31.7166666666667,5.0,0.0
2529.0,96.0,2085.35,90.0,142.2,30.35,5.0,0.0
2530.0,96.0,2053.1,90.0,141.9,29.0,5.0,0.0
2531.0,96.0,2053.6,90.0,141.6,28.7,5.0,0.0
2532.0,96.0,2089.0,90.0,141.35,29.2,5.0,0.0
2533.0,96.0,2159.3,90.0,141.15,30.5,5.0,0.0
2534.0,96.0,2188.5,90.0,140.95,31.5,5.0,0.0
2535.0,96.0,2176.6,90.0,140.75,32.2,5.0,0.0
2536.0,96.0,2145.9,90.0,140.55,32.65,5.0,0.0
2537.0,96.0,2092.9,90.0,140.45,32.45,5.0,0.0
2538.0,96.0,1869.53333333333,90.0,140.25,34.7833333333333,5.0,0.0
2539.0,96.0,1691.4,90.0,140.0,36.05,5.0,0.0
2540.0,96.0,1558.5,90.0,139.7,36.25,5.0,0.0
2541.0,96.0,1518.15,90.0,139.4,36.0,5.0,0.0
2542.0,96.0,1607.95,90.0,139.15,36.1,5.0,0.0
2543.0,96.0,1748.15,90.0,138.85,36.3,5.0,0.0
2544.0,96.0,1881.85,90.0,138.6,36.35,5.0,0.0
2545.0,96.0,2009.05,90.0,138.4,36.25,5.0,0.0
2546.0,96.0,2100.6,90.0,138.25,36.05,5.0,0.0
2547.0,96.0,2156.5,90.0,138.15,35.75,5.0,0.0
2548.0,96.0,2388.45,90.0,138.1,33.35,5.0,0.0
2549.0,96.0,2580.85,90.0,138.05,32.45,5.0,0.0
2550.0,96.0,2745.85,90.0,138.0,32.95,5.0,0.0
2551.0,96.0,2777.6,90.0,137.9,33.2,5.0,0.0
2552.0,96.0,2672.9,90.0,137.75,32.95,5.0,0.0
2553.0,96.0,2511.5,90.0,137.65,32.45,5.0,0.0
2554.0,96.0,2394.1,90.0,137.5,32.5,5.0,0.0
2555.0,96.0,2308.75,90.0,137.3,32.65,5.0,0.0
2556.0,96.0,2262.3,90.0,137.05,32.8,5.0,0.0
2557.0,96.0,2234.65,90.0,136.7,33.3,5.0,0.0
2558.0,96.0,2206.1,90.0,136.35,33.8,5.0,0.0
2559.0,96.0,2189.15,90.0,136.05,33.95,5.0,0.0
2560.0,96.0,2171.65,90.0,135.8,33.85,5.0,0.0
2561.0,96.0,2165.65,90.0,135.6,33.85,5.0,0.0
2562.0,96.0,2156.35,90.0,135.4,33.9,5.0,0.0
2563.0,96.0,2143.75,90.0,135.2,34.0,5.0,0.0
2564.0,96.0,2120.75,90.0,135.0,33.8,5.0,0.0
2565.0,96.0,2099.3,90.0,134.8,33.75,5.0,0.0
2566.0,96.0,2068.6,90.0,134.6,33.8,5.0,0.0
2567.0,96.0,2048.75,90.0,134.45,33.6,5.0,0.0
2568.0,96.0,2063.55,90.0,134.35,33.4,5.0,0.0
2569.0,96.0,2100.5,90.0,134.25,33.55,5.0,0.0
2570.0,96.0,2122.0,90.0,134.25,33.55,5.0,0.0
2571.0,96.0,2115.1,90.0,134.2,33.25,5.0,0.0
2572.0,96.0,2097.8,90.0,134.15,32.95,5.0,0.0
2573.0,96.0,2089.9,90.0,134.15,32.75,5.0,0.0
2574.0,96.0,2076.3,90.0,134.15,32.55,5.0,0.0
2575.0,96.0,2064.35,90.0,134.2,32.4,5.0,0.0
2576.0,96.0,2064.85,90.0,134.3,32.35,5.0,0.0
2577.0,96.0,2070.1,90.0,134.4,32.4,5.0,0.0
2578.0,96.0,2056.3,90.0,134.5,32.3,5.0,0.0
2579.0,96.0,2003.9,90.0,134.566666666667,31.6333333333333,5.0,0.0
2580.0,96.0,1950.5,90.0,134.5,30.9,5.0,0.0
2581.0,96.0,1897.0,90.0,134.45,29.9,5.0,0.0
2582.0,96.0,1908.4,90.0,134.4,29.45,5.0,0.0
2583.0,96.0,1964.9,90.0,134.3,29.45,5.0,0.0
2584.0,96.0,2010.3,90.0,134.2,29.95,5.0,0.0
2585.0,96.0,2032.65,90.0,134.0,30.45,5.0,0.0
2586.0,96.0,2031.95,90.0,133.7,30.95,5.0,0.0
2587.0,96.0,2054.1,90.0,133.4,31.45,5.0,0.0
2588.0,96.0,2099.1,90.0,133.1,31.95,5.0,0.0
2589.0,96.0,2116.5,90.0,132.833333333333,33.0166666666667,5.0,0.0
2590.0,96.0,2153.1,90.0,132.6,34.35,5.0,0.0
2591.0,96.0,2208.9,90.0,132.4,35.95,5.0,0.0
2592.0,96.0,2209.9,90.0,132.15,36.9,5.0,0.0
2593.0,96.0,2156.33333333333,90.0,131.983333333333,36.8666666666667,5.0,0.0
2594.0,96.0,2104.4,90.0,131.85,35.8,5.0,0.0
2595.0,96.0,2058.7,90.0,131.8,34.15,5.0,0.0
2596.0,96.0,2022.3,90.0,131.766666666667,32.7166666666667,5.0,0.0
2597.0,96.0,1957.0,90.0,131.7,31.5,5.0,0.0
2598.0,96.0,1862.8,90.0,131.6,30.5,5.0,0.0
2599.0,96.0,1884.5,90.0,131.4,29.9,5.0,0.0
2600.0,96.0,1913.6,90.0,131.2,30.1,5.0,0.0
2601.0,96.0,1950.1,90.0,131.0,31.1,5.0,0.0
2602.0,96.0,1993.9,90.0,130.9,31.7,5.0,0.0
2603.0,96.0,2051.16666666667,90.0,130.766666666667,32.7333333333333,5.0,0.0
2604.0,96.0,2067.05,90.0,130.6,34.5,5.0,0.0
2605.0,96.0,2041.55,90.0,130.4,37.0,5.0,0.0
2606.0,96.0,2075.55,90.0,130.233333333333,38.5333333333333,5.0,0.0
2607.0,96.0,2103.7,90.0,130.1,40.1,5.0,0.0
2608.0,96.0,2126.0,90.0,130.0,41.7,5.0,0.0
2609.0,96.0,2086.0,90.0,129.9,42.5,5.0,0.0
2610.0,96.0,2041.9,90.0,129.8,41.95,5.0,0.0
2611.0,96.0,1993.7,90.0,129.7,40.05,5.0,0.0
2612.0,96.0,1941.9,90.0,129.6,38.85,5.0,0.0
2613.0,96.0,1880.1,90.0,129.5,37.85,5.0,0.0
2614.0,96.0,1874.2,90.0,129.4,36.7,5.0,0.0
2615.0,96.0,1924.2,90.0,129.3,35.4,5.0,0.0
2616.0,96.0,1908.15,90.0,129.2,34.65,5.0,0.0
2617.0,96.0,1891.4,90.0,129.1,33.45,5.0,0.0
2618.0,96.0,1906.3,90.0,129.0,32.05,5.0,0.0
2619.0,96.0,1934.5,90.0,129.0,30.95,5.0,0.0
2620.0,96.0,1944.45,90.0,128.95,30.45,5.0,0.0
2621.0,96.0,1936.15,90.0,128.85,30.55,5.0,0.0
2622.0,96.0,1945.05,90.0,128.75,30.65,5.0,0.0
2623.0,96.0,1971.15,90.0,128.65,30.75,5.0,0.0
2624.0,96.0,1997.65,90.0,128.55,30.85,5.0,0.0
2625.0,96.0,2024.55,90.0,128.45,30.95,5.0,0.0
2626.0,96.0,2056.5,90.0,128.4,31.15,5.0,0.0
2627.0,96.0,2093.5,90.0,128.4,31.45,5.0,0.0
2628.0,96.0,2115.1,90.0,128.4,31.85,5.0,0.0
